id,educ,education
2909,18,> 4 years of college
2910,19,> 4 years of college
2911,12,High School
2912,15,Some College
2914,16,4 Years of College
2915,16,4 Years of College
2918,12,High School
2919,12,High School
2920,16,4 Years of College
2921,16,4 Years of College
2922,13,Some College
2923,17,> 4 years of college
2925,14,Some College
2926,17,> 4 years of college
2927,16,4 Years of College
2928,17,> 4 years of college
2929,14,Some College
2930,17,> 4 years of college
2931,18,> 4 years of college
2936,19,> 4 years of college
2937,19,> 4 years of college
2938,14,Some College
2940,16,4 Years of College
2941,12,High School
2943,18,> 4 years of college
2944,18,> 4 years of college
2945,12,High School
2946,14,Some College
2948,18,> 4 years of college
2949,20,> 4 years of college
2950,17,> 4 years of college
2951,12,High School
2952,15,Some College
2953,12,High School
2954,13,Some College
2957,16,4 Years of College
2960,14,Some College
2962,18,> 4 years of college
2964,16,4 Years of College
2965,17,> 4 years of college
2967,14,Some College
2968,12,High School
2972,16,4 Years of College
2973,12,High School
2974,16,4 Years of College
2975,12,High School
2978,16,4 Years of College
2979,14,Some College
2980,14,Some College
2981,12,High School
2984,17,> 4 years of college
2985,12,High School
2988,14,Some College
2990,13,Some College
2992,12,High School
2993,16,4 Years of College
2994,15,Some College
2995,13,Some College
2996,12,High School
2998,12,High School
2999,16,4 Years of College
3000,16,4 Years of College
3002,16,4 Years of College
3003,20,> 4 years of college
3005,16,4 Years of College
3007,16,4 Years of College
3008,13,Some College
3009,12,High School
3011,16,4 Years of College
3012,18,> 4 years of college
3014,9,< High School
3015,12,High School
3016,16,4 Years of College
3019,16,4 Years of College
3020,20,> 4 years of college
3021,13,Some College
3022,19,> 4 years of college
3023,16,4 Years of College
3024,15,Some College
3025,14,Some College
3028,14,Some College
3030,16,4 Years of College
3033,18,> 4 years of college
3035,14,Some College
3036,16,4 Years of College
3038,12,High School
3040,12,High School
3043,17,> 4 years of college
3044,18,> 4 years of college
3045,12,High School
3046,12,High School
3047,17,> 4 years of college
3049,12,High School
3050,20,> 4 years of college
3051,15,Some College
3052,19,> 4 years of college
3053,13,Some College
3054,16,4 Years of College
3055,12,High School
3056,12,High School
3057,14,Some College
3060,19,> 4 years of college
3061,14,Some College
3062,17,> 4 years of college
3063,16,4 Years of College
3064,11,< High School
3065,12,High School
3066,16,4 Years of College
3067,12,High School
3068,16,4 Years of College
3070,16,4 Years of College
3071,17,> 4 years of college
3072,16,4 Years of College
3074,13,Some College
3075,18,> 4 years of college
3076,16,4 Years of College
3077,12,High School
3078,12,High School
3079,16,4 Years of College
3080,14,Some College
3081,16,4 Years of College
3083,18,> 4 years of college
3084,17,> 4 years of college
3085,20,> 4 years of college
3088,12,High School
3091,18,> 4 years of college
3094,14,Some College
3097,14,Some College
3098,12,High School
3100,17,> 4 years of college
3101,18,> 4 years of college
3103,13,Some College
3104,20,> 4 years of college
3105,16,4 Years of College
3109,16,4 Years of College
3112,16,4 Years of College
3114,15,Some College
3116,14,Some College
3117,19,> 4 years of college
3119,16,4 Years of College
3120,18,> 4 years of college
3121,14,Some College
3124,14,Some College
3125,17,> 4 years of college
3127,16,4 Years of College
3130,16,4 Years of College
3132,16,4 Years of College
3133,17,> 4 years of college
3134,7,< High School
3138,18,> 4 years of college
3139,16,4 Years of College
3140,13,Some College
3141,20,> 4 years of college
3142,16,4 Years of College
3144,15,Some College
3146,15,Some College
3147,16,4 Years of College
3149,14,Some College
3150,17,> 4 years of college
3151,18,> 4 years of college
3152,18,> 4 years of college
3153,19,> 4 years of college
3154,17,> 4 years of college
3155,16,4 Years of College
3159,14,Some College
3160,13,Some College
3161,9,< High School
3162,14,Some College
3163,12,High School
3164,18,> 4 years of college
3167,17,> 4 years of college
3170,20,> 4 years of college
3173,14,Some College
3174,12,High School
3176,12,High School
3177,14,Some College
3178,16,4 Years of College
3179,16,4 Years of College
3180,10,< High School
3181,16,4 Years of College
3182,20,> 4 years of college
3186,20,> 4 years of college
3187,18,> 4 years of college
3191,16,4 Years of College
3193,16,4 Years of College
3194,12,High School
3195,19,> 4 years of college
3197,9,< High School
3198,14,Some College
3200,16,4 Years of College
3201,8,< High School
3205,17,> 4 years of college
3206,12,High School
3207,12,High School
3208,12,High School
3209,6,< High School
3210,16,4 Years of College
3211,17,> 4 years of college
3213,16,4 Years of College
3214,13,Some College
3215,16,4 Years of College
3218,18,> 4 years of college
3219,19,> 4 years of college
3221,19,> 4 years of college
3222,19,> 4 years of college
3224,14,Some College
3225,12,High School
3229,11,< High School
3230,14,Some College
3232,16,4 Years of College
3233,16,4 Years of College
3238,16,4 Years of College
3239,16,4 Years of College
3242,14,Some College
3243,13,Some College
3244,16,4 Years of College
3245,12,High School
3246,15,Some College
3248,20,> 4 years of college
3249,16,4 Years of College
3250,17,> 4 years of college
3253,12,High School
3254,16,4 Years of College
3255,12,High School
3256,12,High School
3258,12,High School
3260,16,4 Years of College
3261,19,> 4 years of college
3263,17,> 4 years of college
3264,12,High School
3265,16,4 Years of College
3266,20,> 4 years of college
3268,12,High School
3269,17,> 4 years of college
3271,16,4 Years of College
3272,19,> 4 years of college
3273,18,> 4 years of college
3274,16,4 Years of College
3275,18,> 4 years of college
3276,14,Some College
3283,18,> 4 years of college
3286,12,High School
3287,14,Some College
3288,17,> 4 years of college
3289,16,4 Years of College
3291,12,High School
3292,12,High School
3293,14,Some College
3295,18,> 4 years of college
3297,17,> 4 years of college
3298,12,High School
3299,19,> 4 years of college
3302,12,High School
3303,20,> 4 years of college
3305,14,Some College
3307,17,> 4 years of college
3310,14,Some College
3312,12,High School
3313,16,4 Years of College
3314,20,> 4 years of college
3315,16,4 Years of College
3316,17,> 4 years of college
3317,10,< High School
3318,16,4 Years of College
3320,16,4 Years of College
3321,20,> 4 years of college
3322,13,Some College
3323,12,High School
3326,17,> 4 years of college
3328,14,Some College
3330,15,Some College
3331,20,> 4 years of college
3332,17,> 4 years of college
3333,16,4 Years of College
3335,16,4 Years of College
3337,16,4 Years of College
3339,15,Some College
3340,12,High School
3341,15,Some College
3343,12,High School
